 07/30-10:43	2168.000	2168.000	2164.000	2164.000	           3984	     88.000	   2156.825	   2156.063	   2154.938	   2148.660	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      7.175	      0.000	      0.000	      0.000	
 07/30-10:44	2163.600	2164.200	2161.600	2163.800	           4749	     89.000	   2157.246	   2156.135	   2155.134	   2148.708	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.554	      0.000	      0.000	      0.000	
 07/30-10:45	2163.800	2165.000	2163.200	2164.200	           2769	     90.000	   2157.825	   2156.177	   2155.333	   2148.755	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.375	      0.000	      0.000	      0.000	
 07/30-10:46	2164.200	2164.600	2161.400	2162.800	           2950	     91.000	   2158.238	   2156.269	   2155.515	   2148.794	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      4.563	      0.000	      0.000	      0.000	
 07/30-10:47	2162.800	2163.800	2160.800	2161.800	           3327	     92.000	   2158.738	   2156.358	   2155.674	   2148.830	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      3.063	      0.000	      0.000	      0.000	
 07/30-10:48	2162.000	2162.600	2160.600	2160.600	           2811	     93.000	   2159.250	   2156.431	   2155.829	   2148.865	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.350	      0.000	      0.000	      0.000	
 07/30-10:49	2160.600	2161.200	2159.200	2160.600	           4358	     94.000	   2159.692	   2156.462	   2155.987	   2148.899	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.908	      0.000	      0.000	      0.000	
 07/30-10:50	2160.800	2165.000	2160.600	2164.000	           3540	     95.000	   2160.200	   2156.585	   2156.192	   2148.958	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      3.800	      0.000	      0.000	      0.000	
 07/30-10:51	2164.000	2164.200	2160.600	2161.600	           2624	     96.000	   2160.571	   2156.681	   2156.373	   2148.998	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.029	      0.000	      0.000	      0.000	
 07/30-10:52	2161.600	2162.400	2160.200	2161.800	           2253	     97.000	   2160.917	   2156.683	   2156.557	   2149.042	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.883	      0.000	      0.000	      0.000	
 07/30-10:53	2161.400	2163.000	2161.000	2161.800	           1634	     98.000	   2161.242	   2156.712	   2156.730	   2149.087	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.558	      0.000	      0.000	      0.000	
 07/30-10:54	2161.800	2164.400	2161.800	2163.600	           2311	     99.000	   2161.596	   2156.785	   2156.915	   2149.147	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      2.004	      0.000	      0.000	      0.000	
 07/30-10:55	2163.600	2166.600	2162.200	2166.400	           2932	    100.000	   2161.988	   2156.917	   2157.120	   2149.225	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      4.412	      0.000	      0.000	      0.000	
 07/30-10:56	2166.200	2166.800	2164.400	2165.200	           3777	    101.000	   2162.321	   2157.044	   2157.313	   2149.292	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      2.879	      0.000	      0.000	      0.000	
 07/30-10:57	2165.600	2168.800	2165.200	2168.800	           3035	    102.000	   2162.688	   2157.240	   2157.536	   2149.365	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.113	      0.000	      0.000	      0.000	
 07/30-10:58	2168.800	2194.400	2168.800	2188.600	          26445	    103.000	   2163.771	   2157.788	   2157.932	   2149.523	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     24.829	      1.000	      0.000	      0.000	
 07/30-10:59	2188.400	2190.800	2186.000	2188.200	           8363	    104.000	   2164.783	   2158.356	   2158.326	   2149.680	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     23.417	      0.000	      0.000	      0.000	
 07/30-11:00	2187.400	2193.400	2185.800	2190.800	           8813	    105.000	   2165.829	   2158.965	   2158.732	   2149.853	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     24.971	      0.000	      0.000	      0.000	
 07/30-11:01	2190.800	2191.400	2186.000	2188.000	           5713	    106.000	   2166.804	   2159.565	   2159.104	   2150.011	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     21.196	      0.000	      0.000	      0.000	
 07/30-11:02	2187.800	2188.200	2186.000	2187.000	           3060	    107.000	   2167.696	   2160.152	   2159.459	   2150.165	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     19.304	      0.000	      0.000	      0.000	
 07/30-11:03	2187.000	2189.400	2186.000	2186.400	           3522	    108.000	   2168.633	   2160.746	   2159.806	   2150.324	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     17.767	      0.000	      0.000	      0.000	
 07/30-11:04	2186.200	2188.000	2185.600	2187.200	           2738	    109.000	   2169.433	   2161.310	   2160.166	   2150.493	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     17.767	      0.000	      0.000	      0.000	
 07/30-11:05	2187.000	2190.800	2186.200	2190.600	           4640	    110.000	   2170.313	   2161.950	   2160.546	   2150.686	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     20.288	      0.000	      0.000	      0.000	
 07/30-11:06	2191.000	2200.600	2191.000	2195.400	          16529	    111.000	   2171.308	   2162.642	   2160.971	   2150.898	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     24.092	      0.000	      0.000	      0.000	
 07/30-11:07	2195.800	2210.200	2195.000	2206.000	          14308	    112.000	   2172.692	   2163.544	   2161.471	   2151.150	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     33.308	      1.000	      0.000	      0.000	
 07/30-11:08	2206.600	2208.400	2203.600	2204.400	           6551	    113.000	   2174.100	   2164.398	   2161.909	   2151.373	           	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	     30.300	      0.000	      0.000	      0.000	
 07/30-11:09	2203.800	2204.400	2201.200	2203.800	           4825	    114.000	   2175.467	   2165.279	   2162.337	   2151.601	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     28.333	      0.000	      0.000	      0.000	
 07/30-11:10	2204.000	2207.600	2200.600	2200.600	           6214	    115.000	   2176.783	   2166.129	   2162.717	   2151.820	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     23.817	      0.000	      0.000	      0.000	
 07/30-11:11	2201.200	2202.200	2200.000	2201.600	           5208	    116.000	   2177.900	   2166.919	   2163.076	   2152.039	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     23.700	      0.000	      0.000	      0.000	
