 09/05-10:44	2338.200	2338.200	2335.600	2336.000	           3791	     89.000	   2338.633	   2339.325	   2342.652	   2343.999	           	     -0.083	     -0.104	     -0.133	      0.000	
 09/05-10:45	2336.200	2336.600	2331.400	2333.000	           9111	     90.000	   2338.400	   2339.167	   2342.542	   2343.963	           	     -0.233	     -0.158	     -0.188	      0.000	
 09/05-10:46	2333.000	2334.400	2332.600	2333.400	           3648	     91.000	   2338.200	   2339.017	   2342.435	   2343.930	           	     -0.200	     -0.150	     -0.217	      0.000	
 09/05-10:47	2333.800	2335.000	2333.400	2333.800	           2073	     92.000	   2338.033	   2338.875	   2342.325	   2343.898	           	     -0.167	     -0.142	     -0.217	      0.000	
 09/05-10:48	2333.800	2334.800	2333.600	2334.800	           1233	     93.000	   2337.908	   2338.767	   2342.227	   2343.872	           	     -0.125	     -0.108	     -0.208	      0.000	
 09/05-10:49	2334.600	2335.000	2334.000	2335.000	           1779	     94.000	   2337.825	   2338.650	   2342.131	   2343.843	           	     -0.083	     -0.117	     -0.194	      0.000	
 09/05-10:50	2335.000	2335.000	2334.200	2334.800	           1275	     95.000	   2337.700	   2338.512	   2342.031	   2343.809	           	     -0.125	     -0.137	     -0.196	      0.000	
 09/05-10:51	2335.000	2336.000	2334.600	2335.800	           2984	     96.000	   2337.583	   2338.375	   2341.938	   2343.776	           	     -0.117	     -0.137	     -0.194	      0.000	
 09/05-10:52	2335.600	2335.800	2334.600	2335.600	           1538	     97.000	   2337.500	   2338.221	   2341.848	   2343.741	           	     -0.083	     -0.154	     -0.183	      0.000	
 09/05-10:53	2335.400	2337.000	2335.200	2336.400	           2589	     98.000	   2337.458	   2338.075	   2341.769	   2343.708	           	     -0.042	     -0.146	     -0.169	      0.000	
 09/05-10:54	2336.400	2337.400	2335.800	2337.200	           2314	     99.000	   2337.408	   2337.962	   2341.688	   2343.676	           	     -0.050	     -0.113	     -0.160	      0.000	
 09/05-10:55	2337.400	2339.000	2337.000	2338.600	           4488	    100.000	   2337.442	   2337.871	   2341.619	   2343.650	           	      0.033	     -0.092	     -0.150	      0.000	
 09/05-10:56	2338.600	2339.400	2338.000	2338.400	           2616	    101.000	   2337.483	   2337.817	   2341.548	   2343.624	           	      0.042	     -0.054	     -0.140	      0.000	
 09/05-10:57	2338.400	2338.800	2337.400	2338.000	           1863	    102.000	   2337.525	   2337.758	   2341.479	   2343.597	           	      0.042	     -0.058	     -0.139	      0.000	
 09/05-10:58	2338.200	2338.400	2337.000	2338.000	           1542	    103.000	   2337.525	   2337.738	   2341.406	   2343.571	           	      0.000	     -0.021	     -0.142	      0.000	
 09/05-10:59	2337.800	2338.200	2337.200	2338.000	           1089	    104.000	   2337.500	   2337.733	   2341.333	   2343.545	           	     -0.025	     -0.004	     -0.146	      0.000	
 09/05-11:00	2337.800	2339.000	2337.600	2338.400	           1765	    105.000	   2337.483	   2337.783	   2341.262	   2343.518	           	     -0.017	      0.050	     -0.144	      0.000	
 09/05-11:01	2338.400	2338.400	2336.600	2337.400	           2092	    106.000	   2337.400	   2337.779	   2341.177	   2343.489	           	     -0.083	     -0.004	     -0.156	      0.000	
 09/05-11:02	2337.600	2338.800	2337.200	2338.800	           1531	    107.000	   2337.392	   2337.804	   2341.102	   2343.462	           	     -0.008	      0.025	     -0.160	      0.000	
 09/05-11:03	2338.600	2339.000	2337.000	2337.000	           1352	    108.000	   2337.342	   2337.817	   2341.012	   2343.434	           	     -0.050	      0.012	     -0.165	      0.000	
