 04/02-13:55	2169.400	2170.600	2169.000	2169.800	           2599	   2166.873	   2165.856	      0.000	      0.000	      0.000	
 04/02-13:56	2169.800	2170.200	2169.200	2170.200	           1456	   2167.048	   2165.894	      0.000	      0.000	      0.000	
 04/02-13:57	2170.000	2171.000	2169.600	2170.200	           1762	   2167.204	   2165.926	      0.000	      0.000	      0.000	
 04/02-13:58	2170.200	2170.800	2169.200	2169.200	           1231	   2167.313	   2165.940	      0.000	      0.000	      0.000	
 04/02-13:59	2169.200	2170.400	2168.400	2170.200	           2803	   2167.488	   2165.981	      0.000	      0.000	      0.000	
 04/02-14:00	2170.200	2172.600	2170.200	2171.800	           3477	   2167.721	   2166.050	      0.000	      0.000	      0.000	
 04/02-14:01	2172.000	2172.400	2169.400	2169.400	           3134	   2167.913	   2166.076	      0.000	      0.000	      0.000	
 04/02-14:02	2169.200	2170.800	2169.200	2170.200	           1498	   2168.148	   2166.121	      0.000	      0.000	      0.000	
 04/02-14:03	2170.200	2170.200	2167.400	2168.200	           4307	   2168.319	   2166.135	      0.000	      0.000	      0.000	
 04/02-14:04	2168.200	2168.200	2165.600	2166.400	           4599	   2168.442	   2166.144	      0.000	      0.000	      0.000	
 04/02-14:05	2166.600	2167.000	2164.800	2164.800	           3805	   2168.546	   2166.114	      0.000	      0.000	      0.000	
 04/02-14:06	2164.800	2166.600	2164.800	2165.800	           3045	   2168.665	   2166.106	      0.000	      0.000	      0.000	
 04/02-14:07	2166.000	2167.800	2165.800	2167.600	           2558	   2168.819	   2166.173	      0.000	      0.000	      0.000	
 04/02-14:08	2167.800	2167.800	2166.800	2167.400	           1585	   2168.965	   2166.252	      0.000	      0.000	      0.000	
 04/02-14:09	2167.400	2169.400	2167.200	2168.600	           3076	   2169.113	   2166.350	      0.000	      0.000	      0.000	
 04/02-14:10	2168.600	2169.000	2167.400	2167.400	           1775	   2169.152	   2166.429	      0.000	      0.000	      0.000	
 04/02-14:11	2167.400	2168.400	2167.200	2167.400	           1508	   2169.242	   2166.498	      0.000	      0.000	      0.000	
 04/02-14:12	2167.600	2168.400	2166.600	2168.000	           2147	   2169.342	   2166.584	      0.000	      0.000	      0.000	
